,Latitude_h,Longitude_h,distance_km,amenity_Referral Hospital,amenity_Teaching Hospital,amenity_Type A Hospital,amenity_Type B Hospital,amenity_Type C Hospital,amenity_Type D Hospital,amenity_clinic,amenity_dentist,amenity_doctors,amenity_hospital,amenity_pharmacy
312,15.6338602,32.6092137,12.260488669431949,False,False,False,False,False,False,False,False,False,True,False
313,12.7097033,22.1589333,87.93628242329753,False,False,False,False,False,False,False,False,False,True,False
314,15.5078674,32.490261,6.638468643792038,False,False,False,False,False,False,False,False,False,False,True
315,15.482555,32.4998888,8.418796323749461,False,False,False,False,False,False,False,False,False,False,True
316,15.4513121,32.4941864,11.851212681287652,False,False,False,False,False,False,False,False,False,False,True
317,15.5255143,32.5892103,6.752918759037979,False,False,False,False,False,False,False,False,False,True,False
318,15.5328121,32.4950638,4.522877026416135,False,False,False,False,False,False,False,False,False,False,True
319,15.5349379,32.4944382,4.479419862476085,False,False,False,False,False,False,False,False,False,False,True
320,15.534687,32.4954376,4.394076239748832,False,False,False,False,False,False,False,False,False,False,True
321,15.5312463,32.4969927,4.427177361286924,False,False,False,False,False,False,False,False,False,False,True
322,15.5597012,32.5491773,2.000796164028615,False,False,False,False,False,False,False,False,False,False,True
323,15.6187464,32.4780132,2.849960944962091,False,False,False,False,False,False,False,False,False,False,True
324,15.61885,32.481125,2.861960872546819,False,False,False,False,False,False,False,False,False,False,True
325,15.618063,32.4711876,3.007576794269516,False,False,False,False,False,False,False,False,False,False,True
326,15.6403122,32.4858131,0.9856374195034744,False,False,False,False,False,False,False,False,False,False,True
327,15.6326876,32.5749359,10.046094903799183,False,False,False,False,False,False,False,False,False,False,True
328,15.6265621,32.5295639,5.904788778306355,False,False,False,False,False,False,False,False,False,False,True
329,15.6298607,32.5605426,9.029329600546395,False,False,False,False,False,False,False,False,False,False,True
330,15.5343122,32.4888115,5.060519569162517,False,False,False,False,False,False,False,False,False,False,True
331,15.5255623,32.5011864,4.43187873734936,False,False,False,False,False,False,False,False,False,False,True
332,15.5298128,32.5160637,2.998424892909592,False,False,False,False,False,False,False,False,False,False,True
333,15.559364,32.5637016,3.460401847849194,False,False,False,False,False,False,True,False,False,False,False
334,15.5293121,32.5394363,2.600341519015139,False,False,False,False,False,False,False,False,False,False,True
335,15.5291872,32.5374374,2.5598853143986866,False,False,False,False,False,False,False,False,False,False,True
336,15.5294371,32.5406876,2.6294094522521982,False,False,False,False,False,False,False,False,False,False,True
337,15.5289373,32.5353127,2.549072787168005,False,False,False,False,False,False,False,False,False,False,True
338,15.5325684,32.4959376,4.452908386752341,False,False,False,False,False,False,False,False,False,False,True
339,15.5250461,32.4982774,4.707845452295195,False,False,False,False,False,False,False,False,False,False,True
340,15.700736,32.5071352,6.977219519436865,False,False,False,False,False,False,False,False,False,False,True
341,15.7223859,32.4762602,8.619882299032081,False,False,False,False,False,False,False,False,False,False,True
342,15.5718908,32.6126488,8.890297072388975,False,False,False,False,False,False,False,False,False,False,True
343,15.572464,32.612613,8.90264672930726,False,False,False,False,False,False,False,False,False,False,True
344,15.5798426,32.610466,8.930015525256133,False,False,False,False,False,False,False,False,False,False,True
345,15.5976816,32.6241915,11.077318544103637,False,False,False,False,False,False,False,False,False,False,True
346,15.6009184,32.6167371,10.553033400002066,False,False,False,False,False,False,False,False,False,False,True
347,15.5989011,32.6147552,10.256218685615693,False,False,False,False,False,False,False,False,False,False,True
348,15.5994236,32.6108949,9.932400533433547,False,False,False,False,False,False,False,False,False,False,True
349,15.6034789,32.6165042,10.680560979317384,False,False,False,False,False,False,False,False,False,False,True
350,15.6043917,32.6184308,10.909179076253784,False,False,False,False,False,False,False,False,False,False,True
351,15.6063114,32.6162285,10.826983986216408,False,False,False,False,False,False,False,False,False,False,True
352,15.6031641,32.6077881,9.88357801932542,False,False,False,False,False,False,False,False,True,False,False
353,15.576438,32.5631866,4.282256545943588,False,False,False,False,False,False,False,False,False,False,True
354,15.5770626,32.5705643,4.957025415576615,False,False,False,False,False,False,False,False,False,True,False
355,15.5921879,32.4466858,6.675983558511323,False,False,False,False,False,False,False,False,False,False,True
356,15.5888128,32.4553108,6.613273810071293,False,False,False,False,False,False,False,False,False,False,True
357,15.591641,32.4588821,6.1874141984980495,False,False,False,False,False,False,False,False,False,False,True
358,15.5901864,32.4586266,6.348565228462639,False,False,False,False,False,False,True,False,False,False,False
359,13.5043193,32.5979546,28.80958870058211,False,False,False,False,False,False,True,False,False,False,False
360,15.6689763,32.5056292,4.037602310243574,False,False,False,False,False,False,False,False,False,False,True
361,15.67806,32.4805958,3.726545188949046,False,False,False,False,False,False,False,False,False,True,False
362,15.6715595,32.4770044,2.995203167608584,False,False,False,False,False,False,False,False,False,False,True
363,15.7205023,32.4962975,8.643149807557265,False,False,False,False,False,False,False,False,False,False,True
364,15.5911053,32.6165931,10.023302535685868,False,False,False,False,False,False,False,False,False,False,True
365,15.594957,32.6126437,9.842910282639778,False,False,False,False,False,False,False,False,False,False,True
366,15.5845845,32.6092023,9.0013159454252,False,False,False,False,False,False,False,False,False,False,True
367,15.5910619,32.5273363,4.378317682282859,False,False,False,False,False,False,False,False,False,False,True
368,15.5910505,32.6329909,11.630712175361095,False,False,False,False,False,False,False,False,False,False,True
369,15.6025331,32.6301597,11.893620105933191,False,False,False,False,False,False,False,False,False,False,True
370,15.5896873,32.4629364,6.268508596342789,False,False,False,False,False,False,False,False,False,False,True
371,15.5192087,32.4978751,5.1694975223872826,False,False,False,False,False,False,True,False,False,False,False
372,15.4923849,32.5607225,7.24273073373714,False,False,False,False,False,False,False,False,False,False,True
373,15.4598818,32.4961544,10.889200128051163,False,False,False,False,False,False,False,False,False,False,True
374,15.4804064,32.4860515,9.33470747922123,False,False,False,False,False,False,False,False,False,False,True
375,15.4490623,32.5198135,11.448232474140012,False,False,False,False,False,False,False,False,False,False,True
376,15.523851,32.5876629,6.686624619508815,False,False,False,False,False,False,False,False,False,False,True
377,15.598696,32.5298443,5.196482490248122,False,False,False,False,False,False,False,False,False,True,False
378,15.6481876,32.440937,3.962816397180974,False,False,False,False,False,False,False,False,False,False,True
379,15.6479378,32.4354362,4.547492905350729,False,False,False,False,False,False,False,False,False,False,True
380,15.647562,32.4335632,4.744496485818228,False,False,False,False,False,False,False,False,False,False,True
381,15.6141872,32.4403114,5.227277089949763,False,False,False,False,False,False,False,False,False,False,True
382,15.5568123,32.4303131,10.953341151962658,False,False,False,False,False,False,False,False,False,False,True
383,15.5550623,32.4300613,10.983691305577604,False,False,False,False,False,False,False,False,False,False,True
384,15.5768783,32.5762012,5.456589588665559,False,False,False,False,False,False,False,False,False,False,True
385,15.5723287,32.5730941,4.92073010693523,False,False,False,False,False,False,False,False,False,False,True
386,15.5812752,32.5758496,5.688406424296211,False,False,False,False,False,False,False,False,False,False,True
387,15.5795269,32.5718512,5.22685194540763,False,False,False,False,False,False,False,True,False,False,False
388,15.5810417,32.5715711,5.303123989288691,False,False,False,False,False,False,False,False,False,False,True
389,15.6243944,32.5562351,8.429845247673232,False,False,False,False,False,False,False,False,False,False,True
390,15.6244802,32.5561613,8.436498400595669,False,False,False,False,False,False,True,False,False,False,False
391,15.6214524,32.5583491,8.194437819024797,False,False,False,False,False,False,False,False,False,False,True
392,15.6536434,32.5412385,6.88726855897112,False,False,False,False,False,False,False,False,False,False,True
393,15.6731873,32.5443115,7.815406948980671,False,False,False,False,False,False,True,False,False,False,False
394,15.6731019,32.5434941,7.731534753319189,False,False,False,False,False,False,False,False,False,False,True
395,15.6726446,32.5483392,8.188864156968107,False,False,False,False,False,False,False,False,False,False,True
396,15.6689454,32.5502283,8.233188550484808,False,False,False,False,False,False,False,False,False,False,True
397,15.6698122,32.5378113,7.027165459643467,False,False,False,False,False,False,False,False,False,False,True
398,15.6673126,32.5366859,6.80939797680549,False,False,False,False,False,False,False,False,False,False,True
399,15.6633129,32.5350609,6.492820660746376,False,False,False,False,False,False,False,False,False,False,True
400,15.657937,32.5463142,7.505436585690066,False,False,False,False,False,False,False,False,False,False,True
401,15.6611872,32.5470619,7.662605239055963,False,False,False,False,False,False,False,False,False,False,True
402,15.6880627,32.5560608,9.685804442169385,False,False,False,False,False,False,False,False,False,False,True
403,15.5885231,32.5311687,4.065715358990042,False,False,False,False,False,False,False,False,False,True,False
404,15.529563,32.5389366,2.558578585438245,False,False,False,False,False,False,False,False,False,False,True
405,15.5441875,32.5395622,1.1401086662491726,False,False,False,False,False,False,False,False,False,False,True
406,15.5494375,32.5386887,0.7234732766192083,False,False,False,False,False,False,False,False,False,False,True
407,15.5515623,32.538311,0.6346170116256139,False,False,False,False,False,False,False,False,False,False,True
408,15.5522881,32.5418369,1.0137322944789535,False,False,False,False,False,False,False,False,False,True,False
409,15.552782,32.5420033,1.0358560710552476,False,False,False,False,False,False,False,True,False,False,False
410,15.5325083,32.5415519,2.3496448663460585,False,False,False,False,False,False,False,False,False,False,True
411,15.5395622,32.5321884,1.3543526904821446,False,False,False,False,False,False,False,False,False,False,True
412,15.5217095,32.5282426,3.359370965304957,False,False,False,False,False,False,False,False,False,False,True
413,15.5216875,32.5281868,3.3625832056773266,False,False,False,False,False,False,False,False,False,False,True
414,15.5223834,32.5211991,3.4697682786392465,False,False,False,False,False,False,False,False,False,False,True
415,15.5256235,32.5169097,3.3393576714429147,False,False,False,False,False,False,False,False,False,False,True
416,15.5258096,32.5178779,3.2707843055827266,False,False,False,False,False,False,False,False,False,False,True
417,15.5238123,32.5146866,3.6334578854348862,False,False,False,False,False,False,False,False,False,False,True
418,15.5249278,32.5128059,3.641450563656064,False,False,False,False,False,False,False,False,False,False,True
419,15.5244267,32.5070771,4.068700956215722,False,False,False,False,False,False,False,False,False,False,True
420,15.5226879,32.5630608,4.603922759753878,False,False,False,False,False,False,False,False,False,False,True
421,15.6216223,32.5407551,7.219630088635717,False,False,False,False,False,False,False,False,False,False,True
422,15.6232743,32.5353583,6.613640518847154,False,False,False,False,False,False,False,False,False,False,True
423,15.6233957,32.535416,6.614668283488574,False,False,False,False,False,False,False,False,False,True,False
424,15.6242731,32.5302118,6.059213680196363,False,False,False,False,False,False,False,False,True,False,False
425,15.6241537,32.5279618,5.840778521544073,False,False,False,False,False,False,False,False,False,False,True
426,15.6245623,32.5279388,5.821212430463479,False,False,False,False,False,False,False,False,False,False,True
427,15.626687,32.5285606,5.798867807967574,False,False,False,False,False,False,False,False,False,False,True
428,15.6045628,32.5630608,6.700890880529298,False,False,False,False,False,False,False,False,False,False,True
429,15.6078544,32.5636888,7.052308270354367,False,False,False,False,False,False,False,False,True,False,False
430,15.6112434,32.5597504,7.20214829502621,False,False,False,False,False,False,False,False,False,True,False
431,15.6084396,32.5609418,6.9750874423330185,False,False,False,False,False,False,False,False,False,False,True
432,15.6038122,32.5623131,6.589233752074417,False,False,False,False,False,False,False,False,False,False,True
433,15.600684,32.5622908,6.287939865446192,False,False,False,False,False,False,False,False,False,False,True
434,15.6001484,32.5587627,6.051227724848919,False,False,False,False,False,False,False,False,False,False,True
435,15.580056,32.5611217,4.389418770993021,False,False,False,False,False,False,True,False,False,False,False
436,15.5763377,32.5619237,4.171452023879698,False,False,False,False,False,False,False,False,True,False,False
437,15.5761453,32.5597134,3.980008457637534,False,False,False,False,False,False,False,False,False,False,True
438,15.5762925,32.5643549,4.36961766172196,False,False,False,False,False,False,False,True,False,False,False
439,15.5773255,32.5645836,4.460371740504437,False,False,False,False,False,False,False,False,True,False,False
440,15.5765523,32.5657997,4.509610543677859,False,False,False,False,False,False,True,False,False,False,False
441,15.5804287,32.5655724,4.764025022024689,False,False,False,False,False,False,False,False,False,False,True
442,15.5966226,32.5726418,6.574942742189225,False,False,False,False,False,False,False,False,False,True,False
443,15.6543121,32.4529381,2.8683820949356136,False,False,False,False,False,False,False,False,False,False,True
444,15.7223129,32.5616875,12.458074223360049,False,False,False,False,False,False,False,False,False,True,False
445,15.6656876,32.5704384,10.21571989073169,False,False,False,False,False,False,True,False,False,False,False
446,15.6412824,32.529686,5.585424474906199,False,False,False,False,False,False,False,False,False,False,True
447,15.6384352,32.6247513,13.784053579988925,False,False,False,False,False,False,False,False,False,False,True
448,15.6534376,32.5420609,6.971237274049028,False,False,False,False,False,False,False,False,False,False,True
449,15.7106876,32.5594368,11.420301393110536,False,False,False,False,False,False,False,False,False,False,True
450,15.6005942,32.6070523,9.65733943236027,False,False,False,False,False,False,False,False,False,False,True
451,15.6246872,32.529686,5.989929362661233,False,False,False,False,False,False,False,False,False,False,True
452,15.6695623,32.5751877,10.813809130957264,False,False,False,False,False,False,False,False,False,False,True
453,15.6302259,32.623729,13.086345708525291,False,False,False,False,False,False,False,False,False,False,True
454,15.5481859,32.4276832,11.24015676037651,False,False,False,False,False,False,True,False,False,False,False
455,15.5480623,32.4273109,11.28056495934895,False,False,False,False,False,False,False,False,False,False,True
456,14.7357224,33.3002728,1.8782994577025585,False,False,False,False,False,False,False,False,False,False,True
457,15.5770626,32.5691872,4.8357588830764335,False,False,False,False,False,False,False,False,False,False,True
458,15.5758006,32.568441,4.690220312266785,False,False,False,False,False,False,False,False,False,False,True
459,15.5740681,32.5348264,2.4777669755765634,False,False,False,False,False,False,False,False,False,False,True
460,15.5797969,32.5232549,3.2495654993044485,False,False,False,False,False,False,False,False,False,False,True
461,15.5789842,32.5497659,3.538085939979159,False,False,False,False,False,False,False,True,False,False,False
462,15.6112608,32.54529,6.723279105658089,False,False,False,False,False,False,False,False,False,True,False
463,15.5275079,32.5203614,2.9821626192807646,False,False,False,False,False,False,False,False,False,False,True
464,15.5280628,32.5203133,2.9292175300566883,False,False,False,False,False,False,False,False,False,False,True
465,15.5296879,32.5125618,3.242811361855298,False,False,False,False,False,False,False,False,False,False,True
466,15.5353127,32.5114365,2.8958004627738103,False,False,False,False,False,False,False,False,False,False,True
467,15.5313129,32.4970627,4.416949004340943,False,False,False,False,False,False,False,False,False,False,True
468,15.5237664,32.4219959,12.24330906038033,False,False,False,False,False,False,True,False,False,False,False
469,15.5438128,32.4265633,11.387641533192522,False,False,False,False,False,False,False,False,False,False,True
470,15.5190556,32.4880935,5.976658871569263,False,False,False,False,False,False,False,False,False,False,True
471,15.5891634,32.4535688,6.647606576941498,False,False,False,False,False,False,False,False,False,False,True
472,15.590313,32.4579391,6.359489446023769,False,False,False,False,False,False,False,False,False,False,True
473,15.5840132,32.4641903,6.848149497376483,False,False,False,False,False,False,False,False,True,False,False
474,15.5898123,32.4519386,6.652200740956019,False,False,False,False,False,False,False,False,False,False,True
475,15.5843403,32.535415,3.615217471199736,False,False,False,False,False,False,False,False,False,False,True
476,15.5892829,32.5367192,4.173438072089266,False,False,False,False,False,False,True,False,False,False,False
477,15.5914782,32.5365725,4.413315347233503,False,False,False,False,False,False,False,False,False,False,True
478,15.5781063,32.5341987,2.9172912091333174,False,False,False,False,False,False,True,False,False,False,False
479,15.5766209,32.5341414,2.752882664159439,False,False,False,False,False,False,True,False,False,False,False
480,15.5732472,32.5505206,3.0675928735205145,False,False,False,False,False,False,False,False,False,False,True
481,15.5422656,32.5398065,1.320725737464736,False,False,False,False,False,False,False,False,False,False,True
482,15.5398121,32.4256859,11.52412317822289,False,False,False,False,False,False,False,False,False,False,True
483,15.534687,32.5153122,2.6355240386270533,False,False,False,False,False,False,False,False,False,False,True
484,15.5446873,32.524189,1.1812144097620922,False,False,False,False,False,False,False,False,False,False,True
485,15.6020622,32.562561,6.434120067782591,False,False,False,False,False,False,False,False,False,False,True
486,15.6745625,32.5521889,8.651359740933266,False,False,False,False,False,False,False,False,False,False,True
487,15.5365496,32.5254511,1.84482824226593,False,False,False,False,False,False,False,False,False,False,True
488,15.5321397,32.5262882,2.2721422612722093,False,False,False,False,False,False,True,False,False,False,False
489,15.5323309,32.5262668,2.252562837826925,False,False,False,False,False,False,False,False,False,False,True
490,15.5360332,32.4246187,11.692999172370548,False,False,False,False,False,False,False,False,False,False,True
491,15.6075621,32.4668121,4.250836708159145,False,False,False,False,False,False,False,False,False,False,True
492,15.6030159,32.4639714,4.820700984683196,False,False,False,False,False,False,False,False,False,False,True
493,15.6045628,32.4649391,4.626249685449934,False,False,False,False,False,False,False,False,False,False,True
494,15.5962619,32.4602423,5.656544356572319,False,False,False,False,False,False,False,False,False,False,True
495,15.5950623,32.4598122,5.797071128229854,False,False,False,False,False,False,False,False,False,False,True
496,15.595437,32.449688,6.204657299431228,False,False,False,False,False,False,False,False,False,False,True
497,15.5911531,32.5603038,5.283957232343913,False,False,False,False,False,False,False,False,False,False,True
498,15.5946875,32.5631866,5.781488475433068,False,False,False,False,False,False,False,False,False,False,True
499,15.5949276,32.5646389,5.893342877687042,False,False,False,False,False,False,False,False,False,False,True
500,15.5951872,32.5663109,6.02319586465181,False,False,False,False,False,False,False,False,False,False,True
501,15.5950623,32.5633125,5.8232562574058,False,False,False,False,False,False,False,False,False,False,True
502,15.5946875,32.5621872,5.720940596282343,False,False,False,False,False,False,False,False,False,False,True
503,15.7232884,32.4853726,8.757080030131844,False,False,False,False,False,False,False,False,False,False,True
504,15.7254221,32.4716521,8.977914030138626,False,False,False,False,False,False,False,False,False,False,True
505,15.7247555,32.4858129,8.923195071793259,False,False,False,False,False,False,False,False,False,False,True
506,15.7399344,32.4595955,10.737196638384514,False,False,False,False,False,False,False,False,False,False,True
507,15.6219378,32.4355621,5.162218815999431,False,False,False,False,False,False,False,False,False,False,True
508,15.6195621,32.435936,5.260207524180186,False,False,False,False,False,False,False,False,False,False,True
509,15.6214371,32.4795609,2.5598131350065265,False,False,False,False,False,False,False,False,False,False,True
510,15.6123123,32.4709358,3.63483083794765,False,False,False,False,False,False,False,False,False,False,True
511,15.623313,32.4615631,2.913831393261757,False,False,False,False,False,False,False,False,False,False,True
512,15.5855554,32.5475198,4.072062490018865,False,False,False,False,False,False,False,False,False,False,True
513,15.5824553,32.548408,3.801955593979459,False,False,False,False,False,False,False,False,False,False,True
514,15.5152766,32.5087885,4.769652982204114,False,False,False,False,False,False,False,False,False,False,True
515,15.5152815,32.5087972,4.768697905430503,False,False,False,False,False,False,False,False,False,False,True
516,15.5153122,32.5086861,4.772162642680059,False,False,False,False,False,False,False,False,False,False,True
517,15.5243184,32.5059488,4.159248763977261,False,False,False,False,False,False,False,False,False,False,True
518,15.5185415,32.4879997,6.019280795642305,False,False,False,False,False,False,False,False,False,True,False
519,15.5159378,32.4988136,5.360018794090828,False,False,False,False,False,False,False,False,False,False,True
520,15.5084372,32.4996872,5.944715724121703,False,False,False,False,False,False,False,False,False,False,True
521,15.4863417,32.4823089,9.01915255402704,False,False,False,False,False,False,True,False,False,False,False
522,15.4972986,32.4825912,8.057625697862148,False,False,False,False,False,False,False,False,False,False,True
523,15.6480627,32.4521866,2.7638244914328203,False,False,False,False,False,False,False,False,False,False,True
524,15.4904375,32.4978142,7.7377181310388785,False,False,False,False,False,False,False,False,False,False,True
525,15.4819374,32.4945641,8.731536969901214,False,False,False,False,False,False,False,False,False,False,True
526,15.4808121,32.4869385,9.246191454771632,False,False,False,False,False,False,False,False,False,False,True
527,15.4875622,32.5036888,7.746887994644312,False,False,False,False,False,False,False,False,False,False,True
528,15.4941874,32.496563,7.444696792136556,False,False,False,False,False,False,False,False,False,False,True
529,15.4971876,32.4976883,7.098376131685349,False,False,False,False,False,False,False,False,False,False,True
530,15.7550417,32.4794862,12.233559635354444,False,False,False,False,False,False,False,False,False,False,True
531,15.7538646,32.4792985,12.103020808747344,False,False,False,False,False,False,False,False,False,False,True
532,15.6426878,32.4925613,1.6060274055351107,False,False,False,False,False,False,False,False,False,False,True
533,15.6783123,32.4524384,4.618888502213582,False,False,False,False,False,False,False,False,False,False,True
534,15.6830626,32.4576874,4.776204497562026,False,False,False,False,False,False,False,False,False,False,True
535,15.6555624,32.4529381,2.9235506800551567,False,False,False,False,False,False,False,False,False,False,True
536,15.6526871,32.453064,2.792496752366615,False,False,False,False,False,False,False,False,False,False,True
537,15.6238127,32.5436859,7.436562915918802,False,False,False,False,False,False,False,False,False,False,True
538,15.5665723,32.5633498,3.700463674098522,False,False,False,False,False,False,False,False,False,False,True
539,15.5771113,32.5705522,4.958994847193494,False,False,False,False,False,False,False,False,False,False,True
540,15.7045465,32.4760148,6.64692349829019,False,False,False,False,False,False,False,False,False,False,True
541,15.607482,32.4694772,4.190048383215019,False,False,False,False,False,False,False,False,False,False,True
542,15.6080627,32.4611893,4.403552266347222,False,False,False,False,False,False,False,False,False,False,True
543,15.6080727,32.4646532,4.266741778685143,False,False,False,False,False,False,True,False,False,False,False
544,15.6080907,32.464546,4.268644765084375,False,False,False,False,False,False,False,False,False,False,True
545,15.6085285,32.4623943,4.305513439068098,False,False,False,False,False,False,True,False,False,False,False
546,15.6086849,32.4590244,4.440349147707359,False,False,False,False,False,False,True,False,False,False,False
547,15.6072246,32.4542177,4.832566866443571,False,False,False,False,False,False,False,False,True,False,False
548,15.6046355,32.4534283,5.121791840102436,False,False,False,False,False,False,False,False,False,False,True
549,15.6016233,32.462632,5.012103030411092,False,False,False,False,False,False,False,False,False,False,True
550,15.602119,32.4523927,5.418254281823468,False,False,False,False,False,False,False,False,False,False,True
551,15.6129552,32.4446806,4.9719709995244905,False,False,False,False,False,False,False,False,False,False,True
552,15.6125622,32.454689,4.3102291848062855,False,False,False,False,False,False,False,False,False,False,True
553,15.6130365,32.4560975,4.18178525098463,False,False,False,False,False,False,False,False,False,False,True
554,15.6249371,32.4584389,2.991913241627012,False,False,False,False,False,False,False,False,False,False,True
555,15.605938,32.4536858,4.983869938965614,False,False,False,False,False,False,False,False,False,False,True
556,15.6129529,32.4530653,4.377657698839162,False,False,False,False,False,False,False,False,False,False,True
557,15.6479378,32.4500618,2.987703739229961,False,False,False,False,False,False,False,False,False,False,True
558,19.1780238,30.4675752,1.0576453751475077,False,False,False,False,False,False,False,False,True,False,False
559,19.1782763,30.4661309,1.1909304994278629,False,False,False,False,False,False,False,False,True,False,False
560,15.5050684,32.5797995,7.252439389882242,False,False,False,False,False,False,False,False,False,False,True
561,15.5056923,32.580124,7.22799057352234,False,False,False,False,False,False,False,False,False,False,True
562,15.5838221,32.6089679,8.944571327218114,False,False,False,False,False,False,True,False,False,False,False
563,15.5892165,32.6082759,9.13107074166958,False,False,False,False,False,False,False,False,False,False,True
564,15.5874797,32.6087375,9.09015333409365,False,False,False,False,False,False,False,False,False,False,True
565,15.5871208,32.6087728,9.076398517896498,False,False,False,False,False,False,True,False,False,False,False
566,15.5982251,32.6046896,9.301008884314577,False,False,False,False,False,False,False,False,False,True,False
567,15.6138212,32.6031583,10.232004445150706,False,False,False,False,False,False,False,False,False,False,True
568,15.613707,32.603344,10.238327824141995,False,False,False,False,False,False,False,False,False,False,True
569,15.5618619,32.5640049,3.568314697783568,False,False,False,False,False,False,False,False,False,False,True
570,15.5594343,32.5636829,3.4603458252658217,False,False,False,False,False,False,False,False,False,False,True
571,15.5551816,32.5727417,4.343555504895084,False,False,False,False,False,False,False,False,False,False,True
572,15.5585137,32.5714088,4.249831040874451,False,False,False,False,False,False,False,False,False,False,True
573,15.5557235,32.5755699,4.651086515582811,False,False,False,False,False,False,False,False,False,False,True
574,15.5418129,32.5681877,3.994924436227014,False,False,False,False,False,False,False,False,False,False,True
575,15.5416747,32.5667178,3.84807142518384,False,False,False,False,False,False,False,False,False,False,True
576,15.5425462,32.5745718,4.638298288832287,False,False,False,False,False,False,False,True,False,False,False
577,15.5470069,32.5598667,2.9937352430282003,False,False,False,False,False,False,False,False,False,False,True
578,15.5724352,32.5689489,4.536880783875951,False,False,False,False,False,False,False,True,False,False,False
579,15.5604648,32.5634964,3.4706965604071445,False,False,False,False,False,False,False,False,False,False,True
580,15.6383123,32.574688,10.421879473791249,False,False,False,False,False,False,False,False,False,False,True
581,15.635896,32.5685458,9.787251836597829,False,False,False,False,False,False,False,False,False,False,True
582,15.6358456,32.5650742,9.417415262377723,False,False,False,False,False,False,False,False,False,False,True
583,15.6355022,32.5631473,9.215936023328736,False,False,False,False,False,False,False,False,False,False,True
584,15.5557049,32.5796439,5.086179738926599,False,False,False,False,False,False,False,False,False,False,True
585,15.5569991,32.5787607,5.006203214402917,False,False,False,False,False,False,False,False,False,False,True
586,15.557681,32.579858,5.132159474187505,False,False,False,False,False,False,False,True,False,False,False
587,15.5478843,32.5811427,5.2465875423505866,False,False,False,False,False,False,False,False,False,False,True
588,15.5544439,32.580045,5.1192000070729415,False,False,False,False,False,False,False,False,False,False,True
589,15.5426872,32.5820436,5.419999861123412,False,False,False,False,False,False,False,False,False,False,True
590,15.5435629,32.5784378,5.021967069744514,False,False,False,False,False,False,False,False,False,False,True
591,15.5452288,32.5819784,5.367822545450036,False,False,False,False,False,False,False,False,False,False,True
592,15.5430622,32.5771866,4.900673366100944,False,False,False,False,False,False,False,False,False,False,True
593,15.5123625,32.5784212,6.589325575364653,False,False,False,False,False,False,False,False,False,False,True
594,15.5568639,32.5770024,4.8171299135282135,False,False,False,False,False,False,False,False,False,False,True
595,15.5615625,32.5788116,5.094296016159495,False,False,False,False,False,False,False,False,False,False,True
596,15.7275629,32.5794373,14.262785722460736,False,False,False,False,False,False,False,False,False,False,True
597,15.5368488,32.5830496,5.679659068329898,False,False,False,False,False,False,False,False,False,False,True
598,15.6454372,32.574688,10.399700483432705,False,False,False,False,False,False,False,False,False,False,True
599,15.6338129,32.4814377,1.2486460483562345,False,False,False,False,False,False,False,False,False,False,True
600,15.6558123,32.447937,3.4278770269911423,False,False,False,False,False,False,False,False,False,False,True
601,15.5874633,32.5702189,5.659350333990067,False,False,False,False,False,False,False,False,False,False,True
602,15.593163,32.5734879,6.353814259843465,False,False,False,False,False,False,False,False,False,False,True
603,15.5957062,32.5678221,6.167574242136481,False,False,False,False,False,False,False,False,False,False,True
604,15.5956879,32.5678139,6.165437428332762,False,False,False,False,False,False,False,False,False,False,True
605,15.5977435,32.573092,6.700349792303673,False,False,False,False,False,False,False,False,False,False,True
606,15.6065626,32.5696869,7.260444703555917,False,False,False,False,False,False,True,False,False,False,False
607,15.6021872,32.5715637,6.980809013289544,False,False,False,False,False,False,False,False,False,False,True
608,15.732688,32.5718117,14.035980885493036,False,False,False,False,False,False,False,False,False,False,True
609,15.7028122,32.578186,12.557365785444029,False,False,False,False,False,False,False,False,False,False,True
610,15.7011871,32.5784378,12.489289574805378,False,False,False,False,False,False,False,False,False,False,True
611,15.7053396,32.5914194,13.9266798735524,False,False,False,False,False,False,False,False,False,False,True
612,15.7054291,32.5914464,13.9340008193315,False,False,False,False,False,False,False,False,False,False,True
613,15.7409372,32.5788116,15.210408157226492,False,False,False,False,False,False,False,False,False,False,True
614,15.6523284,32.5747858,10.445476891655042,False,False,False,False,False,False,False,False,False,False,True
615,15.6480627,32.5748138,10.420065734683163,False,False,False,False,False,False,False,False,False,False,True
616,15.6355576,32.6246559,13.557108430347032,False,False,False,False,False,False,False,False,False,False,True
617,15.6417223,32.6250822,14.064459925316118,False,False,False,False,False,False,False,False,False,False,True
618,15.5897271,32.5811368,6.70372368720456,False,False,False,False,False,False,False,False,False,False,True
619,15.5845528,32.5753974,5.865596825402325,False,False,False,False,False,False,False,False,False,False,True
620,15.5858079,32.5747121,5.89563099450939,False,False,False,False,False,False,False,False,True,False,False
621,15.5856821,32.5746731,5.883532159920808,False,False,False,False,False,False,False,True,False,False,False
622,15.5814323,32.5758343,5.697047996936285,False,False,False,False,False,False,False,True,False,False,False
623,15.5872775,32.5743985,5.97532248967878,False,False,False,False,False,False,False,False,False,False,True
624,15.5975432,32.5760105,6.892046760658477,False,False,False,False,False,False,False,False,False,False,True
625,15.5976418,32.5785109,7.084611770474605,False,False,False,False,False,False,False,False,False,False,True
626,15.5977984,32.5803898,7.2389103123563165,False,False,False,False,False,False,False,False,False,False,True
